	File Num	BIN	HEX
137	1429181	101011100111010111101	15CEBD
138	8395138	100000000001100110000010	801982
139	6132809	10111011001010001001001	5D9449
140	5936917	10110101001011100010101	5A9715
141	2878578	1010111110110001110010	2BEC72
142	158885	100110110010100101	26CA5
143	2441957	1001010100001011100101	2542E5
144	5914794	10110100100000010101010	5A40AA
145	3999272	1111010000011000101000	3D0628
146	3142897	1011111111010011110001	2FF4F1
147	8151159	11111000110000001110111	7C6077
148	5147564	10011101000101110101100	4E8BAC
149	4595374	10001100001111010101110	461EAE
150	4234951	10000001001111011000111	409EC7
151	7880605	11110000011111110011101	783F9D
152	7009921	11010101111011010000001	6AF681
153	695580	10101001110100011100	A9D1C
154	7370443	11100000111011011001011	7076CB
155	7921729	11110001110000001000001	78E041
156	8419625	100000000111100100101001	807929
157	7024080	11010110010110111010000	6B2DD0
158	3905988	1110111001100111000100	3B99C4
159	1767599	110101111100010101111	1AF8AF
160	935136	11100100010011100000	E44E0
161	635788	10011011001110001100	9B38C
162	8807719	100001100110010100100111	866527
163	317375	1001101011110111111	4D7BF
164	9975410	100110000011011001110010	983672
165	2727968	1010011010000000100000	29A020
166	7444399	11100011001011110101111	7197AF
167	4065675	1111100000100110001011	3E098B
168	9925720	100101110111010001011000	977458
169	2293633	1000101111111110000001	22FF81
170	7734826	11101100000011000101010	76062A
171	1065463	100000100000111110111	1041F7
172	1105617	100001101111011010001	10DED1
173	5325800	10100010100001111101000	5143E8
174	3822527	1110100101001110111111	3A53BF
175	5503858	10100111111101101110010	53FB72
176	9214055	100011001001100001100111	8C9867
177	6521769	11000111000001110101001	6383A9
178	7923796	11110001110100001010100	78E854
179	5250236	10100000001110010111100	501CBC
180	1083154	100001000011100010010	108712
181	472141	1110011010001001101	7344D
182	9597454	100100100111001000001110	92720E
183	1581679	110000010001001101111	18226F
184	656751	10100000010101101111	A056F
185	345464	1010100010101111000	54578
186	4281218	10000010101001110000010	415382
187	6558883	11001000001010010100011	6414A3
188	3852986	1110101100101010111010	3ACABA
189	6263187	10111111001000110010011	5F9193
190	5828308	10110001110111011010100	58EED4
191	8058535	11110101111011010100111	7AF6A7
192	9035191	100010011101110110110111	89DDB7
193	7922103	11110001110000110110111	78E1B7
194	9366003	100011101110100111110011	8EE9F3
195	4555717	10001011000001111000101	4583C5
196	3526753	1101011101000001100001	35D061
197	3176815	1100000111100101101111	30796F
198	858440	11010001100101001000	D1948
199	2250854	1000100101100001100110	225866

Time elapsed: 0.0010006427764892578 seconds
