	File Num	BIN	HEX
67	6039635	10111000010100001010011	5C2853
68	3358744	1100110100000000011000	334018
69	4965249	10010111100001110000001	4BC381
70	6621475	11001010000100100100011	650923
71	3336153	1100101110011111011001	32E7D9
72	1044743	11111111000100000111	FF107
73	6201477	10111101010000010000101	5EA085
74	6297100	11000000001011000001100	60160C
75	885678	11011000001110101110	D83AE
76	8546891	100000100110101001001011	826A4B
77	6683923	11001011111110100010011	65FD13
78	7064472	11010111100101110011000	6BCB98
79	3430021	1101000101011010000101	345685
80	9764122	100101001111110100011010	94FD1A
81	9958605	100101111111010011001101	97F4CD
82	1006022	11110101100111000110	F59C6
83	5276496	10100001000001101010000	508350
84	8876232	100001110111000011001000	8770C8
85	3364648	1100110101011100101000	335728
86	3539979	1101100000010000001011	36040B
87	3003857	1011011101010111010001	2DD5D1
88	4481634	10001000110001001100010	446262
89	9035781	100010011110000000000101	89E005
90	3767021	1110010111101011101101	397AED
91	4993901	10011000011001101101101	4C336D
92	8698377	100001001011101000001001	84BA09
93	4626501	10001101001100001000101	469845
94	1755352	110101100100011011000	1AC8D8
95	2755340	1010100000101100001100	2A0B0C
96	5150616	10011101001011110011000	4E9798
97	9345169	100011101001100010010001	8E9891
98	848948	11001111010000110100	CF434
99	2708748	1010010101010100001100	29550C
100	8372451	11111111100000011100011	7FC0E3
101	3523015	1101011100000111000111	35C1C7
102	2624283	1010000000101100011011	280B1B
103	8795348	100001100011010011010100	8634D4
104	2318100	1000110101111100010100	235F14
105	4750861	10010000111111000001101	487E0D
106	3770597	1110011000100011100101	3988E5
107	1053352	100000001001010101000	1012A8
108	833307	11001011011100011011	CB71B
109	4632526	10001101010111111001110	46AFCE
110	2212917	1000011100010000110101	21C435
111	5053189	10011010001101100000101	4D1B05
112	412218	1100100101000111010	64A3A
113	4901564	10010101100101010111100	4ACABC
114	5094606	10011011011110011001110	4DBCCE
115	8070285	11110110010010010001101	7B248D
116	6847905	11010000111110110100001	687DA1
117	4311824	10000011100101100010000	41CB10
118	3009421	1011011110101110001101	2DEB8D
119	1629105	110001101101110110001	18DBB1
120	8431899	100000001010100100011011	80A91B
121	7582456	11100111011001011111000	73B2F8
122	7332147	11011111110000100110011	6FE133
123	314183	1001100101101000111	4CB47
124	7632568	11101000111011010111000	7476B8
125	8161327	11111001000100000101111	7C882F
126	6961087	11010100011011110111111	6A37BF
127	6898282	11010010100001001101010	69426A
128	9749303	100101001100001100110111	94C337
129	4427419	10000111000111010011011	438E9B
130	4368829	10000101010100110111101	42A9BD
131	6439318	11000100100000110010110	624196
132	6473603	11000101100011110000011	62C783
133	6446249	11000100101110010101001	625CA9
134	9818836	100101011101001011010100	95D2D4
135	9438069	100100000000001101110101	900375
136	2809499	1010101101111010011011	2ADE9B
137	3460304	1101001100110011010000	34CCD0
138	8430904	100000001010010100111000	80A538
139	9774785	100101010010011011000001	9526C1
140	9560603	100100011110001000011011	91E21B
141	3440732	1101001000000001011100	34805C
142	7053263	11010111001111111001111	6B9FCF
143	287398	1000110001010100110	462A6
144	4043644	1111011011001101111100	3DB37C
145	2943820	1011001110101101001100	2CEB4C
146	9030962	100010011100110100110010	89CD32
147	7537540	11100110000001110000100	730384
148	7203657	11011011110101101001001	6DEB49
149	5639400	10101100000110011101000	560CE8
150	9448142	100100000010101011001110	902ACE
151	9954392	100101111110010001011000	97E458
152	2856859	1010111001011110011011	2B979B
153	1332118	101000101001110010110	145396
154	6984725	11010101001010000010101	6A9415
155	1925762	111010110001010000010	1D6282
156	2138171	1000001010000000111011	20A03B
157	347447	1010100110100110111	54D37
158	8839390	100001101110000011011110	86E0DE
159	3951652	1111000100110000100100	3C4C24
160	3755102	1110010100110001011110	394C5E
161	6867687	11010001100101011100111	68CAE7
162	4383175	10000101110000111000111	42E1C7
163	7125508	11011001011101000000100	6CBA04
164	7799732	11101110000001110110100	7703B4
165	8784156	100001100000100100011100	86091C
166	1372809	101001111001010001001	14F289
167	1327984	101000100001101110000	144370
168	9205087	100011000111010101011111	8C755F
169	6524241	11000111000110101010001	638D51
170	9316072	100011100010011011101000	8E26E8
171	127744	11111001100000000	1F300
172	8388820	100000000000000011010100	8000D4
173	6883557	11010010000100011100101	6908E5
174	2291239	1000101111011000100111	22F627
175	3101270	1011110101001001010110	2F5256
176	1382825	101010001100110101001	1519A9
177	9873376	100101101010011111100000	96A7E0
178	6873500	11010001110000110011100	68E19C
179	8185634	11111001110011100100010	7CE722
180	2464786	1001011001110000010010	259C12
181	8387154	11111111111101001010010	7FFA52
182	5581444	10101010010101010000100	552A84
183	8097911	11110111001000001110111	7B9077
184	8882527	100001111000100101011111	87895F
185	8941444	100010000110111110000100	886F84
186	4942703	10010110110101101101111	4B6B6F
187	101144	11000101100011000	18B18
188	7471180	11100100000000001001100	72004C
189	1932131	111010111101101100011	1D7B63
190	8052752	11110101110000000010000	7AE010
191	6359493	11000010000100111000101	6109C5
192	1967646	111100000011000011110	1E061E
193	6575052	11001000101001111001100	6453CC
194	2323342	1000110111001110001110	23738E
195	6735760	11001101100011110010000	66C790
196	8895858	100001111011110101110010	87BD72
197	4238091	10000001010101100001011	40AB0B
198	7093069	11011000011101101001101	6C3B4D
199	39	100111	27

Time elapsed: 0.001020193099975586 seconds
